ukprn,he_provider,country_of_he_provider,region_of_he_provider,academic_year,int_n_consult_sme,int_n_consult_lc,int_n_consult_nc,int_n_consult_total,int_v_consult_sme_000gbp,int_v_consult_lc_000gbp,int_v_consult_nc_000gbp,int_v_consult_total_000gbp,int_n_fe_sme,int_n_fe_lc,int_n_fe_nc,int_n_fe_total,int_v_fe_sme_000gbp,int_v_fe_lc_000gbp,int_v_fe_nc_000gbp,int_v_fe_total_000gbp,cpd_sme_000gbp,cpd_lc_000gbp,cpd_nc_000gbp,cpd_indiv_000gbp,cpd_tot_rev_000gbp,cpd_lrnr_days,contract_int_n_sme,contract_int_n_lc,contract_int_n_nc,contract_int_n_total,contract_int_v_sme_000gbp,contract_int_v_lc_000gbp,contract_int_v_nc_000gbp,contract_int_v_total_000gbp,cumul_patent,n_disclosures,n_patents_filed,n_external_patents,n_patents_granted,nonsoftware_sme,nonsoftware_lc,software_sme,software_lc,license_inc_nsw_nc_000gbp,license_inc_nsw_lc_000gbp,license_inc_nsw_sme_000gbp,license_inc_ip_nc_000gbp,license_inc_ip_lc_000gbp,license_inc_ip_sme_000gbp,license_inc_sw_nc_000gbp,license_inc_sw_lc_000gbp,license_inc_sw_sme_000gbp,external_investment_spin,n_spinouts_surv3,hefunds_eu_industry,hefunds_noneu_industry,hefunds_research_councils,hefunds_total,hefunds_uk_industry,inc_collab_public,ay_cpi,bci_sme,bci_lc,bci_total,cagr_5yr_2324,cluster
10008173,University of the Built Environment,England,South East,2024/25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,57,31,10,132,1063,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,169,0,99,100,2,0,2,,
10007787,The University of Buckingham,England,South East,2014/15,0,4,0,4,0,46.29333362,0,46.29333362,0,0,0,0,0,0,0,0,0,0,0,118.4564713,118.4564713,0,1,1,4,6,134.795295,5.446274544,506.5035326,646.7451021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,73.4447,134.795295,51.73960817,186.5349031,,
10007787,The University of Buckingham,England,South East,2015/16,0,3,0,3,0,142.7094328,0,142.7094328,0,0,0,0,0,0,0,0,0,0,0,215.4104646,215.4104646,0,2,1,1,4,59.23787778,285.4188656,9.424207828,354.0809513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.24207828,0,581.6082545,437.5525063,80.77892424,74.2768,59.23787778,428.1282985,487.3661762,,
10007787,The University of Buckingham,England,South East,2016/17,0,3,0,3,0,23.81563523,0,23.81563523,0,0,0,0,0,0,0,0,0,0,0,113.7858128,113.7858128,0,3,1,2,6,25.13872608,117.7550853,141.5707205,284.4645319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.2783571,5.292363384,0,463.0817961,185.2327184,178.6172642,75.5806,25.13872608,141.5707205,166.7094466,,
10007787,The University of Buckingham,England,South East,2017/18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.31707793,0,0,195.3252165,265.6422944,603,2,0,1,3,87.24526336,0,6.51084055,93.75610391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.31707793,0,457.0610066,268.2466306,363.3049027,76.795,87.24526336,0,87.24526336,,
10007787,The University of Buckingham,England,South East,2018/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.77892847,0,0,226.3513685,272.130297,711,2,0,2,4,52.13711298,0,25.43273804,77.56985102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,270.8586601,78.6388,52.13711298,0,52.13711298,,
10007788,The University of Cambridge,England,East of England,2014/15,137,379,186,702,2196.21021,8840.665154,19377.84483,30414.72019,198,217,185,600,1550.826676,5044.611796,2351.429034,8946.867507,563.6894153,15223.69892,9575.912217,1327.52942,26690.82997,60243,20,516,125,661,629.0447098,33982.03002,10573.94203,45185.01675,5584,564,676,868,280,227,132,253,329,934.0360843,4117.383555,927.2282411,27.23137272,5484.398466,0,251.8901977,1033.430595,54.46274544,79711.67423,180,,,,,,,73.4447,5357.772583,58502.51958,63860.29217,-0.01482447,Very large and highly research intensive
10007788,The University of Cambridge,England,East of England,2015/16,147,310,130,587,2339.896172,6168.817181,14168.62331,22677.33667,195,236,478,909,1906.382612,7886.715637,3320.013786,13113.11203,518.3314305,14736.76841,9292.268918,1114.749155,25662.11792,58928,28,564,122,714,1117.441785,32763.93167,10512.03067,44393.40413,5204,1064,588,768,444,242,142,58,281,1393.436443,8127.706094,951.8449906,43.08209293,5111.959589,0,168.2894255,1074.359692,29.61893889,104571.0101,204,3025.170713,14802.73787,216867.1779,633301.3808,31729.96144,126651.929,74.2768,6345.184499,61133.48986,67478.67436,-0.01482447,Very large and highly research intensive
10007788,The University of Cambridge,England,East of England,2016/17,146,292,163,601,2535.042061,5578.151007,12140.6816,20253.87467,127,278,472,877,1786.172642,6435.513875,3884.594724,12106.28124,349.2959834,17607.69298,6484.468237,1305.890665,25747.34786,53358,32,704,86,822,908.9634112,36108.47228,7736.112177,44753.54787,6240,712,1104,828,544,269,137,52,1460,3.969272538,11885.32507,1209.305033,17.200181,5681.352093,0,190.5250818,1356.168117,42.33890707,125730.6769,236,4495.862695,36467.0299,194256.198,616552.3957,26787.29727,108534.4652,75.5806,6481.822055,67044.98244,73526.8045,-0.01482447,Very large and highly research intensive
10007788,The University of Cambridge,England,East of England,2017/18,177,377,184,738,2515.788788,6324.63051,15107.75441,23948.17371,131,203,201,535,1705.840224,7444.495084,5204.765935,14355.10124,343.772381,17419.10281,3892.180481,908.9133407,22563.96901,48854,25,761,57,843,1104.238557,33983.98333,4974.28218,40062.50407,3688,940,1032,680,644,308,135,65,685,135.4254834,1968.878182,1267.009571,135.4254834,5427.436682,0,321.6355231,1243.570545,52.0867244,26.0433622,272,5868.871671,15040.04167,227790.8718,683532.7821,27335.11296,33054.2353,76.795,6644.963865,56392.99434,63037.9582,-0.01482447,Very large and highly research intensive
10007788,The University of Cambridge,England,East of England,2018/19,207,238,167,612,2903.147047,6529.855491,11515.94378,20948.94632,110,179,297,586,1439.492973,7826.925131,5948.717427,15215.13553,857.0832719,15365.18869,8731.058968,2414.838477,27368.1694,56956,17,707,66,790,1066.903361,40106.15625,4796.614394,45969.674,3972,776,856,752,340,274,131,60,6082,66.1251189,1489.086812,933.381486,62.31020819,5569.76963,0,277.2168446,1752.315651,100.4593152,572536.7122,444,6339.109956,17955.51305,275473.4304,753302.441,31161.46228,41629.57726,78.6388,6443.384182,63274.10896,69717.49315,-0.01482447,Very large and highly research intensive
10007788,The University of Cambridge,England,East of England,2019/20,279,250,136,665,3223.436744,5575.906776,9731.732425,18531.07594,91,237,270,598,917.6475791,6324.029099,3831.516465,11073.19314,901.6778087,12568.20935,6983.703463,3153.415443,23607.00606,50809,10,825,1104,1939,878.3373749,49512.43062,133552.7334,183943.5014,4552,1244,1068,768,816,277,127,84,9676,706.3552316,663.3596957,1491.330872,66.33596957,5278.623357,0,313.2531897,3130.075009,147.4132657,929042.6245,328,8462.749896,14530.03422,233511.212,711783.7251,27793.54281,39049.77409,81.4038,6658.165835,70484.42456,77142.5904,-0.01482447,Very large and highly research intensive
10007788,The University of Cambridge,England,East of England,2020/21,350,289,307,946,3673.228631,8071.608376,16437.54977,28182.38678,93,92,105,290,939.9667451,3695.778339,3338.543503,7974.288586,1055.088935,9892.200531,3162.893151,3677.975938,17788.15856,54626,26,1003,1537,2566,632.5786302,38328.56822,140015.8797,178977.0266,4848,1148,1008,584,488,331,133,109,9276,259.9150469,519.8300939,2183.761125,192.2659251,4528.930681,0,307.3881149,5169.817098,130.5509368,5833215.244,620,7609.93279,15319.55902,237632.3757,698569.7551,26643.07255,31683.52554,84.2583,7560.086069,60314.53281,67874.61888,-0.01482447,Very large and highly research intensive
10007788,The University of Cambridge,England,East of England,2021/22,367,666,236,1269,4459.892231,10341.57773,14899.88399,29701.35395,240,884,364,1488,368.1842496,6539.322773,3559.114413,10466.62143,320.7139533,4619.670301,404.0764249,4794.499929,10138.96061,57218,37,680,1245,1962,1986.805573,38467.1494,131035.3851,171489.34,4984,952,1228,452,796,339,129,339,16165,127.3593316,519.8576354,1593.149457,50.94373265,3901.826796,1.157812106,369.3420617,6957.292943,159.7780706,7290335.279,744,7721.448932,14932.30273,196635.8611,638907.3496,28333.97785,27698.339,86.3698,8568.967394,66727.02727,75295.99466,-0.01482447,Very large and highly research intensive
10007788,The University of Cambridge,England,East of England,2022/23,266,266,154,686,5234.394465,13819.84587,8652.907749,27707.14809,54,43,26,123,1110.853616,10325.1722,2026.954248,13462.98007,427.5861619,3328.208827,874.7564228,5512.923873,10143.47529,51366,46,699,1285,2030,2229.323271,34732.39961,122690.0283,159651.7512,5144,980,1200,532,408,300,121,198,12773,327.4896558,322.0496283,1711.432653,53.31226955,5209.370339,0,434.1141949,8972.781366,143.6167261,123062661.5,788,6368.096197,13510.85231,188149.8793,619622.3968,28609.10465,21055.08245,91.9113,10429.62073,73381.61902,83811.23975,-0.01482447,Very large and highly research intensive
10007788,The University of Cambridge,England,East of England,2023/24,329,270,159,758,4853.301013,8967.762957,15941.07551,29762.13948,121,42,55,218,3834.284208,11006.83426,1620.88009,16461.99856,1687.292591,17105.36966,3078.842015,9381.80339,31253.30765,46622,81,547,1144,1772,2495.657245,30668.04749,121136.4009,154300.1056,5012,1080,880,460,560,309,118,401,6284,459.6990268,300.9316429,1963.319546,10.3769532,3864.377372,0,726.3867241,3473.166237,163.9558606,3697827.274,880,7091.609818,12257.25712,195461.3282,605338.5273,28581.2422,16389.35989,96.3674,13310.51787,58281.11996,71591.63784,-0.01482447,Very large and highly research intensive
10007788,The University of Cambridge,England,East of England,2024/25,331,284,194,809,3910,11202,13234,28346,232,126,59,417,4816,12313,1960,19089,1968,21032,7061,12682,42743,67144,76,619,1610,2305,2593,26948,117423,146964,4488,1296,328,468,292,311,115,517,7130,254,365,2253,7,4087,4,498,2980,252,3644716,936,3334,10876,215538,605049,32378,12566,100,13828,57895,71723,-0.01482447,Very large and highly research intensive
10003324,The Institute of Cancer Research,England,London,2014/15,0,25,10,35,0,28.59294136,17.70039227,46.29333362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,43,7,57,332.2227472,6713.894944,1806.80158,8852.919271,3000,16,16,4,4,3,25,0,1,31.31607863,34306.08335,21.78509818,0,0,0,0,0,0,0,12,,,,,,,73.4447,354.0078454,41048.57124,41402.57908,-0.130369535,STEM specialists
10003324,The Institute of Cancer Research,England,London,2015/16,1,19,19,39,5.385261616,48.46735454,10.77052323,64.62313939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,49,13,75,669.1187558,7923.066153,3271.546432,11863.73134,2980,24,24,0,20,11,32,0,0,52.50630076,85975.7017,306.9599121,0,0,0,0,0,0,0,12,2070.633091,1568.457446,9409.398359,83055.54359,8151.939771,7465.318915,74.2768,981.4639295,93947.23521,94928.69914,-0.130369535,STEM specialists
10003324,The Institute of Cancer Research,England,London,2016/17,0,38,0,38,0,68.800724,0,68.800724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,65,23,99,1800.726641,10345.24733,1001.57977,13147.55374,2940,20,20,0,8,25,34,3,1,0,31793.87303,34.400362,0,0,0,0,0,0,0,12,2433.164066,1959.497543,3244.218755,79971.58001,8097.315978,836.1934147,75.5806,1835.127003,42207.92108,44043.04808,-0.130369535,STEM specialists
10003324,The Institute of Cancer Research,England,London,2017/18,0,77,34,111,0,125.0081386,36.46070708,161.4688456,0,0,0,0,0,0,0,0,0,6.51084055,105.4756169,0,111.9864575,1045,18,66,7,91,2238.426981,11630.96556,184.9078716,14054.30041,2260,24,24,0,12,7,18,0,0,0,35665.08236,600.2994987,0,0,0,0,0,0,19792.95527,12,4400.026043,3195.520542,3390.845758,84907.87161,6107.168435,2432.450029,76.795,2838.72648,47421.05606,50259.78254,-0.130369535,STEM specialists
10003324,The Institute of Cancer Research,England,London,2018/19,0,79,22,101,0,118.2622319,24.16110114,142.423333,2,0,6,8,24.16110114,0,26.70437494,50.86547608,0,2.543273804,52.13711298,0,54.68038678,523,17,68,11,96,3090.077672,10113.32828,336.983779,13540.38973,2280,12,12,0,4,5,9,0,0,0,47807.18933,202.1902674,0,0,0,0,0,0,19328.88091,8,4006.927878,3671.215736,2502.581423,85660.00498,5719.822785,1911.270264,78.6388,3316.42904,58038.77984,61355.20888,-0.130369535,STEM specialists
10003324,The Institute of Cancer Research,England,London,2019/20,15,28,22,65,45.4524236,40.53864807,15.96977045,101.9608421,0,0,22,22,0,0,206.378572,206.378572,2.456887762,4.913775524,90.90484719,0,98.27551048,971,23,61,9,93,4332.721568,9323.889057,297.2834192,13953.89404,2356,32,32,0,44,2,6,1,1,4.913775524,35156.83543,99.50395436,0,0,0,0,0,0,113999.5922,8,3431.04376,5873.190195,1810.726281,72447.47788,4650.888533,1104.371049,81.4038,4477.677946,44521.26314,48998.94108,-0.130369535,STEM specialists
10003324,The Institute of Cancer Research,England,London,2020/21,8,20,15,43,4.747306794,24.92336067,13.05509368,42.72576114,2,0,9,11,5.934133492,0,549.5007613,555.4348948,1.186826698,3.560480095,68.83594851,15.42874708,89.01200238,0,24,73,3,100,2772.427167,12294.33777,3.560480095,15070.32542,2036,20,20,0,48,5,8,0,0,2.373653397,27992.49451,2.373653397,0,0,0,0,0,0,1464226.076,0,3802.592742,4171.695845,1879.93349,82363.39921,7179.114698,1305.509368,84.2583,2785.482261,40311.75564,43097.2379,-0.130369535,STEM specialists
10003324,The Institute of Cancer Research,England,London,2021/22,9,27,2,38,21.99843001,45.15467212,4.631248422,71.78435055,0,0,12,12,0,0,478.1763996,478.1763996,6.946872634,12.73593316,84.52028371,55.57498107,159.7780706,1671,20,68,6,94,2091.008663,6515.008718,57.89060528,8663.907986,2048,20,28,0,8,3,5,1,1,5.789060528,39600.64745,20.8406179,0,0,0,0,0,0,14356.87011,8,2213.736746,2937.369312,3399.336342,74201.86222,3586.901903,1368.533909,86.3698,2133.847711,46160.81084,48294.65855,-0.130369535,STEM specialists
10003324,The Institute of Cancer Research,England,London,2022/23,18,34,3,55,67.45634106,76.16038507,2.176011002,145.7927371,0,0,7,7,0,0,607.1070695,607.1070695,6.528033006,4.352022004,94.65647858,69.63235206,175.1688857,1952,21,62,4,87,2827.726297,7473.509786,34.81617603,10336.05226,2148,44,24,76,44,11,6,1,0,266.5613477,19996.4531,1.088005501,0,0,0,0,16.32008251,0,6528.033006,12,3483.793614,3012.687232,4904.728798,70254.69121,3746.00294,1053.189325,91.9113,2896.270644,27562.44336,30458.714,-0.130369535,STEM specialists
10003324,The Institute of Cancer Research,England,London,2023/24,20,53,0,73,35.28164089,102.7318367,0,138.0134776,1,0,15,16,1.03769532,0,830.1562562,831.1939515,11.41464852,9.339257882,57.07324261,51.88476601,129.711915,1513,23,59,6,88,1233.819736,7301.224273,281.2154318,8816.25944,2100,88,20,16,20,6,4,1,0,1.03769532,15695.14172,1.03769532,0,0,0,0,0,0,20753.9064,12,3796.927177,2320.286736,4375.961165,63146.87332,3190.91311,1273.252158,96.3674,1271.176767,23099.09783,24370.27459,-0.130369535,STEM specialists
10003324,The Institute of Cancer Research,England,London,2024/25,23,68,0,91,73,104,0,177,3,0,5,8,45,0,282,327,5,6,64,49,124,1509,18,49,6,73,1686,5596,164,7446,2076,76,32,20,24,2,32,1,4,1,41212,3,0,0,0,0,0,0,3888,12,2091,3141,6093,65110,2341,2656,100,1807,46912,48719,-0.130369535,STEM specialists
10001143,Canterbury Christ Church University,England,South East,2014/15,2,2,103,107,65.35529453,16.33882363,2118.600798,2200.294916,10,21,140,171,238.2745113,132.0721577,209.6815699,580.0282389,0,0,1942.958444,1190.010988,3132.969431,4040,0,0,84,84,0,0,1749.615697,1749.615697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,73.4447,303.6298058,148.4109813,452.0407872,0.079331514,"Small and mid-size, teaching focus"
10001143,Canterbury Christ Church University,England,South East,2015/16,4,0,110,114,122.5147018,0,2070.633091,2193.147793,2,27,112,141,99.6273399,33.6578851,490.0588071,623.3440321,0,0,1779.828964,1169.948086,2949.77705,3847,0,0,76,76,0,0,1801.370011,1801.370011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.7094328,1944.079443,37.69683131,0,74.2768,222.1420417,33.6578851,255.7999268,0.079331514,"Small and mid-size, teaching focus"
10001143,Canterbury Christ Church University,England,South East,2016/17,2,0,89,91,10.58472677,0,2206.915531,2217.500258,14,13,95,122,23.81563523,260.6488967,1045.241768,1329.7063,0,0,1475.246293,1000.25668,2475.502973,2594,0,0,87,87,0,0,670.807059,670.807059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.24672469,723.7306928,1.323090846,35.72345284,75.5806,34.400362,260.6488967,295.0492587,0.079331514,"Small and mid-size, teaching focus"
10001143,Canterbury Christ Church University,England,South East,2017/18,0,1,74,75,0,26.0433622,2724.135686,2750.179048,4,24,165,193,3.90650433,819.0637411,873.7548017,1696.725047,0,0,2535.32131,309.9160102,2845.23732,3029,1,4,96,101,19.53252165,28.64769842,2657.725112,2705.905332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181.0013673,2797.0571,50.78455629,0,76.795,23.43902598,873.7548017,897.1938277,0.079331514,"Small and mid-size, teaching focus"
10001143,Canterbury Christ Church University,England,South East,2018/19,0,0,73,73,0,0,2878.985946,2878.985946,3,31,92,126,2.543273804,350.9717849,1050.372081,1403.88714,0,0,3989.124961,2141.436543,6130.561504,6683,1,8,107,116,31.79092255,91.55785694,1607.349044,1730.697823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.853482,246.697559,1976.123746,104.274226,0,78.6388,34.33419635,442.5296419,476.8638382,0.079331514,"Small and mid-size, teaching focus"
10001143,Canterbury Christ Church University,England,South East,2019/20,0,5,45,50,0,229.7190057,1335.318499,1565.037504,6,14,64,84,6.142219405,149.8701535,208.8354598,364.8478327,0,0,4262.700267,1628.916586,5891.616853,17530,1,8,63,72,30.71109702,160.9261484,1808.269393,1999.906638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.50841853,2019.56174,101.9608421,0,81.4038,36.85331643,540.5153076,577.3686241,0.079331514,"Small and mid-size, teaching focus"
10001143,Canterbury Christ Church University,England,South East,2020/21,3,5,24,32,89.01200238,72.3964286,1034.912881,1196.321312,2,2,11,15,10.68144029,49.84672133,67.64912181,128.1772834,0,0,3446.544732,2342.795903,5789.340635,17830,2,4,57,63,96.13296257,52.22037473,2133.914404,2282.267741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202.9473654,2484.02828,151.9138174,0,84.2583,195.8264052,174.4635247,370.2899299,0.079331514,"Small and mid-size, teaching focus"
10001143,Canterbury Christ Church University,England,South East,2021/22,3,7,24,34,270.9280327,568.4857439,730.5794386,1569.993215,6,4,24,34,141.2530769,28.94530264,136.6218285,306.820208,0,848.6762734,5673.279318,3782.572149,10304.52774,31887,2,7,61,70,45.15467212,41.6812358,2020.382124,2107.218032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.7796406,2244.997673,93.78278056,0,86.3698,457.3357817,639.1122823,1096.448064,0.079331514,"Small and mid-size, teaching focus"
10001143,Canterbury Christ Church University,England,South East,2022/23,4,9,38,51,340.5457218,461.3143324,649.5392841,1451.399338,8,54,17,79,200.1930122,62.01631355,55.48828055,317.6976063,826.8841807,550.5307835,5868.701672,3912.467781,11158.58442,36745,3,6,69,78,53.31226955,72.89636856,1726.66473,1852.873368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.176011002,8.704044008,20.67210452,1865.929434,90.30445658,13.05606601,91.9113,594.0510035,596.2270145,1190.278018,0.079331514,"Small and mid-size, teaching focus"
10001143,Canterbury Christ Church University,England,South East,2023/24,4,9,38,51,12.45234384,262.536916,623.6548874,898.6441473,15,5,64,84,475.2644567,26.98007833,218.9537126,721.1982475,2158.406266,1356.267784,5659.590276,3773.060184,12947.32451,37504,2,2,61,65,56.03554729,12.45234384,989.9613355,1058.449227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.113085961,205.4636734,1143.540243,106.882618,38.39472685,96.3674,543.7523478,301.9693382,845.721686,0.079331514,"Small and mid-size, teaching focus"
10001143,Canterbury Christ Church University,England,South East,2024/25,7,10,27,44,24,252,274,550,32,3,80,115,348,29,405,782,1998,1243,5084,3389,11714,35210,12,0,59,71,82,0,1285,1367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,1406,85,33,100,454,281,735,0.079331514,"Small and mid-size, teaching focus"
10007814,Cardiff University,Wales,Wales,2014/15,254,93,502,849,1748.254129,484.7184344,4700.134931,6933.107494,569,285,432,1286,454.7639244,193.3427463,1213.157655,1861.264325,236.9129427,183.8117659,30904.8849,396.2164731,31721.82608,25570,89,189,62,340,1949.766287,6173.352196,1627.07452,9750.193002,1528,352,148,16,36,55,141,31,19,23.14666681,441.1482381,988.4988297,2.723137272,43.57019635,49.0164709,341.7537276,23.14666681,1.361568636,38211.0622,124,,,,,,,73.4447,5191.661209,7359.278478,12550.93969,-0.025845384,Wales
10007814,Cardiff University,Wales,Wales,2015/16,250,76,505,831,1459.405898,405.2409366,3427.719019,5292.365853,411,160,488,1059,300.2283351,158.8652177,1225.147018,1684.24057,417.3577752,106.3589169,25236.68225,504.8682765,26265.26722,42278,82,187,44,313,2195.840424,5978.986709,1114.749155,9289.576288,1344,312,188,212,88,50,222,51,2,60.58419318,2154.104646,179.0599487,26.92630808,0,17.50210025,35.0042005,4.038946212,6.73157702,18040.62641,136,1431.133274,2093.520453,49193.01855,152972.3951,6195.743489,43397.13073,74.2768,4158.768283,8701.236456,12860.00474,-0.025845384,Wales
10007814,Cardiff University,Wales,Wales,2016/17,202,54,448,704,1311.183028,365.1730735,3358.004567,5034.360669,431,243,176,850,302.9878037,255.3565333,250.0641699,808.4085069,1238.413032,620.5296068,31874.58157,697.2688759,34430.79309,81248,75,193,27,295,1972.728451,6117.972072,1746.479917,9837.18044,1428,284,180,180,40,106,192,48,3,35.72345284,1559.924108,557.0212462,6.61545423,9.261635922,252.7103516,3.969272538,5.292363384,0,27520.2896,120,1489.800293,2609.135148,35904.71629,133939.1325,6336.282062,23742.86523,75.5806,4396.630881,8312.979786,12709.61067,-0.025845384,Wales
10007814,Cardiff University,Wales,Wales,2017/18,212,45,482,739,833.3875903,348.9810535,5979.555961,7161.924604,449,171,141,761,294.2899928,178.3970311,326.8441956,799.5312195,381.5352562,143.2384921,24842.7632,3436.421642,28803.95859,64886,71,168,55,294,2295.722378,5276.385181,2981.964972,10554.07253,1344,356,184,156,152,138,301,0,2,26.0433622,2744.970376,304.7073377,0,24.74119409,1.30216811,0,2.60433622,0,35554.39807,128,1399.830718,2419.428348,42688.97715,137908.718,5689.172472,30749.39775,76.795,3729.409467,8576.079172,12305.48864,-0.025845384,Wales
10007814,Cardiff University,Wales,Wales,2018/19,80,41,508,629,638.3617247,202.1902674,3853.059813,4693.611805,353,178,167,698,240.3393745,179.3008032,316.6375886,736.2777662,419.6401776,189.4738984,8696.724772,4529.570645,13835.40949,81323,74,167,56,297,1607.349044,10223.96069,5039.497042,16870.80678,1340,324,200,332,148,171,411,3,5,30.51928565,2294.032971,794.7730637,41.96401776,0,0,38.14910706,8.901458313,75.02657721,83307.47672,132,2030.804132,3570.75642,42060.66217,147570.9192,8101.598702,21884.87108,78.6388,3355.849784,12908.38619,16264.23598,-0.025845384,Wales
10007814,Cardiff University,Wales,Wales,2019/20,159,21,408,588,619.135716,183.0381383,3447.01353,4249.187384,124,47,181,352,65.10752569,84.76262779,330.451404,480.3215575,1115.427044,190.4088016,1875.833806,2890.528452,6072.198104,61137,57,148,50,255,2987.575519,9374.255256,7529.132547,19890.96332,1432,332,256,356,128,208,448,2,4,13.51288269,2116.608807,555.2566342,23.34043374,0,0,0,12.28443881,33.16798479,71451.20989,128,1993.764419,3633.737,44461.06938,138535.3018,9024.14875,19895.8771,81.4038,4260.243379,11770.94927,16031.19265,-0.025845384,Wales
10007814,Cardiff University,Wales,Wales,2020/21,176,26,337,539,685.9858317,220.7497659,3984.177226,4890.912824,201,89,238,528,150.7269907,122.2431499,471.1701993,744.1403399,1069.330855,174.4635247,1540.501054,4346.159369,7130.454804,73240,60,137,45,242,3299.378221,7111.465577,3393.137531,13803.98133,1704,336,284,348,60,275,449,2,9,5.934133492,2336.861769,517.4564405,7.12096019,0,23.73653397,0,17.80240048,34.41797425,11792.31008,116,1817.031675,2904.164931,45016.33667,133693.6539,7633.669324,27254.2883,84.2583,4711.701993,9809.122662,14520.82465,-0.025845384,Wales
10007814,Cardiff University,Wales,Wales,2021/22,136,30,597,763,500.1748296,296.399899,6752.3602,7548.934929,147,114,264,525,134.3062043,159.7780706,1117.288682,1411.372957,1793.450952,97.25621687,2111.849281,4344.11102,8346.667469,89629,65,132,39,236,3699.209677,6012.518264,2643.285037,12355.01298,1828,292,200,364,32,256,525,0,4,27.78749053,2488.138215,277.8749053,3.473436317,0,4.631248422,0,35.89217527,0,25110.62895,120,2248.471109,1901.127477,48558.63971,145220.899,7597.563037,36957.36241,86.3698,4616.196865,8992.726624,13608.92349,-0.025845384,Wales
10007814,Cardiff University,Wales,Wales,2022/23,114,34,291,439,643.0112511,236.0971937,5234.394465,6113.50291,146,88,114,348,64.19232456,169.7288581,1244.678293,1478.599476,1674.440466,126.2086381,2219.531222,4578.327148,8598.507474,85200,65,121,43,229,3306.448717,6593.313336,1618.952185,11518.71424,3500,248,220,1708,64,196,645,1,2,32.64016503,2723.277769,233.9211827,0,0,0,0,3.264016503,2.176011002,5148.442031,120,1652.680356,1850.697357,47030.12578,145383.6471,7766.183266,31991.71375,91.9113,4249.749487,9725.681173,13975.43066,-0.025845384,Wales
10007814,Cardiff University,Wales,Wales,2023/24,124,23,234,381,643.3710985,166.0312512,3364.208228,4173.610578,172,102,206,480,205.4636734,195.0867202,1698.707239,2099.257633,1777.572084,602.900981,2534.051972,9915.178785,14829.70382,264996,51,116,44,211,2730.176387,7165.286186,1746.441224,11641.9038,3176,344,68,1472,116,204,627,4,3,208.5767594,2539.240449,379.7964872,0,0,0,3.113085961,33.20625025,6.226171921,75299.32322,112,947.4158273,1317.873057,49478.35056,131268.458,8860.880339,36823.65613,96.3674,3965.033818,10098.85086,14063.88467,-0.025845384,Wales
10007814,Cardiff University,Wales,Wales,2024/25,66,30,278,374,240,187,3869,4296,141,138,207,486,207,241,1398,1846,2080,812,6290,1804,10986,103694,52,114,43,209,2565,5161,2237,9963,2904,368,36,1276,44,184,657,3,4,164,2286,493,0,0,0,0,27,0,469196,96,305,1090,49565,130952,7557,39282,100,3505,7902,11407,-0.025845384,Wales
10007854,Cardiff Metropolitan University,Wales,Wales,2014/15,214,16,89,319,701.2078475,115.7333341,1505.894911,2322.836093,6,0,21,27,198.7890209,0,401.6627476,600.4517685,40.84705908,0,330.8611785,1853.094914,2224.803151,28761,11,6,138,155,119.81804,96.67137316,200.1505895,416.6400026,4,36,28,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,,,,,,73.4447,1019.814908,212.4047072,1232.219616,-0.05096808,Wales
