ukprn,he_provider,country_of_he_provider,region_of_he_provider,academic_year,int_n_consult_sme,int_n_consult_lc,int_n_consult_nc,int_n_consult_total,int_v_consult_sme_000gbp,int_v_consult_lc_000gbp,int_v_consult_nc_000gbp,int_v_consult_total_000gbp,int_n_fe_sme,int_n_fe_lc,int_n_fe_nc,int_n_fe_total,int_v_fe_sme_000gbp,int_v_fe_lc_000gbp,int_v_fe_nc_000gbp,int_v_fe_total_000gbp,cpd_sme_000gbp,cpd_lc_000gbp,cpd_nc_000gbp,cpd_indiv_000gbp,cpd_tot_rev_000gbp,cpd_lrnr_days,contract_int_n_sme,contract_int_n_lc,contract_int_n_nc,contract_int_n_total,contract_int_v_sme_000gbp,contract_int_v_lc_000gbp,contract_int_v_nc_000gbp,contract_int_v_total_000gbp,cumul_patent,n_disclosures,n_patents_filed,n_external_patents,n_patents_granted,nonsoftware_sme,nonsoftware_lc,software_sme,software_lc,license_inc_nsw_nc_000gbp,license_inc_nsw_lc_000gbp,license_inc_nsw_sme_000gbp,license_inc_ip_nc_000gbp,license_inc_ip_lc_000gbp,license_inc_ip_sme_000gbp,license_inc_sw_nc_000gbp,license_inc_sw_lc_000gbp,license_inc_sw_sme_000gbp,external_investment_spin,n_spinouts_surv3,hefunds_eu_industry,hefunds_noneu_industry,hefunds_research_councils,hefunds_total,hefunds_uk_industry,inc_collab_public,ay_cpi,bci_sme,bci_lc,bci_total,cagr_5yr_2324,cluster
10007783,The University of Aberdeen,Scotland,Scotland,2014/15,6,59,34,99,72.16313771,191.9811777,144.3262754,408.4705908,27,20,27,74,476.5490226,675.3380435,5845.214154,6997.10122,42.20862772,409.8321594,585.4745135,920.4203979,1957.935699,14225,94,205,64,363,8112.225933,4877.138854,3986.672966,16976.03775,1380,60,20,12,28,11,4,0,0,0,57.18588271,1365.653342,0,0,0,0,0,0,605718.316,76,,,,,,,73.4447,10026.59144,5801.643958,15828.23539,-0.027154961,Scotland
10007783,The University of Aberdeen,Scotland,Scotland,2015/16,14,24,29,67,40.38946212,153.4799561,277.3409732,471.2103914,19,47,34,100,446.9767141,1330.159619,5682.79732,7459.933654,20.19473106,298.8820197,1420.362751,1280.345949,3019.785451,16687,98,266,93,457,8021.347177,5401.417401,2908.041273,16330.80585,1252,100,20,0,12,10,2,0,0,141.3631174,76.73997803,1078.398639,0,0,0,0,0,0,191629.1493,84,657.0019172,10106.78974,18873.99565,86162.83954,4950.401741,24442.35616,74.2768,9587.111992,6961.796954,16548.90895,-0.027154961,Scotland
10007783,The University of Aberdeen,Scotland,Scotland,2016/17,7,128,35,170,22.49254438,353.2652559,101.8779951,477.6357954,26,57,28,111,455.143251,1104.780856,5862.615539,7422.539646,17.200181,321.5110756,1279.428848,1620.786286,3238.926391,26830,96,275,117,488,7267.738017,5269.87084,2607.812058,15145.42091,892,64,12,0,76,8,1,1,0,2.646181692,34.400362,1061.118859,0,0,0,0,0,0,431237.6456,84,922.1943197,8672.860496,17590.4928,80674.14125,4596.417599,26338.76947,75.5806,8806.492671,6762.317314,15568.80999,-0.027154961,Scotland
10007783,The University of Aberdeen,Scotland,Scotland,2017/18,6,35,16,57,26.0433622,377.6287519,52.0867244,455.7588385,17,12,23,52,760.4661762,356.7940621,5676.150791,6793.411029,7.813008659,197.9295527,584.6734813,2218.894459,3009.310502,40039,77,186,95,358,7349.436812,4338.824142,1903.769777,13592.03073,464,60,20,0,48,6,1,0,1,31.25203464,0,1520.932352,0,0,0,0,0,0,133784.7516,100,920.6328537,8135.946351,15831.75988,73024.28544,4457.32144,24174.75096,76.795,9656.878703,5073.246956,14730.12566,-0.027154961,Scotland
10007783,The University of Aberdeen,Scotland,Scotland,2018/19,18,26,23,67,123.3487795,222.5364578,995.6916942,1341.576931,14,24,64,102,527.7293143,409.4670824,5554.509987,6491.706384,76.29821411,392.9358027,2032.075769,3222.327909,5723.637695,105507,69,150,90,309,8697.996409,4160.795943,1556.483568,14415.27592,488,48,20,0,24,9,10,2,0,8.901458313,11.44473212,2782.341541,0,0,0,0,0,0,72691.85186,84,778.241784,8507.250874,13270.80271,68935.43645,4556.275019,21710.65683,78.6388,12131.41604,4804.244215,16935.66026,-0.027154961,Scotland
10007783,The University of Aberdeen,Scotland,Scotland,2019/20,3,10,27,40,24.56887762,227.262118,1718.59299,1970.423985,11,37,62,110,340.278955,739.5232164,4159.510981,5239.313152,13.51288269,750.5792113,605.6228333,3537.918377,4907.633305,177609,58,254,89,401,9703.478216,3912.593761,925.0182424,14541.09022,484,24,16,8,0,1,1,0,0,1.228443881,15.96977045,1334.090055,0,0,0,0,0,0,716285.9719,84,971.6991099,7267.474,10703.43154,60538.9429,5997.263027,18904.52288,81.4038,11402.4161,4895.348866,16297.76497,-0.027154961,Scotland
10007783,The University of Aberdeen,Scotland,Scotland,2020/21,2,9,20,31,26.11018736,277.7174474,2050.836535,2354.66417,5,15,42,62,174.4635247,648.0073773,4629.81095,5452.281852,236.178513,187.5186183,2329.740809,2964.693093,5718.131033,201999,67,219,70,356,1621.20527,11261.79854,936.406265,13819.41008,216,32,20,8,16,3,0,0,0,0,238.5521664,58.15450822,0,0,0,0,0,0,109377.9485,88,661.062471,7373.754277,9961.036479,54507.38978,5292.060248,16222.73414,84.2583,1879.93349,12426.07553,14306.00902,-0.027154961,Scotland
10007783,The University of Aberdeen,Scotland,Scotland,2021/22,5,4,9,18,12.73593316,79.88903529,1109.183997,1201.808966,4,12,40,56,60.20622949,371.6576859,5029.535787,5461.399702,11.57812106,304.5045838,2540.23976,3193.245787,6049.568252,189798,74,158,54,286,1844.394684,11344.24301,765.3138018,13953.9515,156,24,8,8,4,4,0,0,0,0,241.9827301,20.8406179,0,0,0,0,0,0,181544.9382,76,754.8934929,8139.419103,11887.25689,58852.74714,4866.28428,22395.55956,86.3698,1938.177465,12037.77246,13975.94993,-0.027154961,Scotland
10007783,The University of Aberdeen,Scotland,Scotland,2022/23,10,6,11,27,60.92830805,184.9609352,2306.571662,2552.460905,5,40,41,86,9.792049509,1316.486656,1746.248829,3072.527535,60.92830805,348.1617603,1984.522034,3812.371275,6205.983377,173325,72,217,53,342,1362.182887,13218.17883,763.7798617,15344.14158,184,60,16,8,4,1,1,0,0,0,11.96806051,3.264016503,0,0,0,0,0,0,478291.5702,76,584.258954,7485.477847,12126.90931,61286.26186,6498.656857,20869.03351,91.9113,1436.167261,14731.59448,16167.76174,-0.027154961,Scotland
10007783,The University of Aberdeen,Scotland,Scotland,2023/24,12,27,41,80,25.94238301,778.2714902,2949.1301,3753.343973,3,41,35,79,4.150781281,207.539064,811.4777404,1023.167586,26.98007833,363.1933621,2426.131659,3254.212524,6070.517623,123466,51,258,6,315,1036.657625,11599.35829,3301.946509,15937.96242,128,60,40,4,24,2,1,0,0,143.2019542,541.6769571,8.301562562,0,0,0,0,0,0,113814.4227,76,682.8035207,6728.416456,13822.10167,59018.92134,5804.867621,15849.75832,96.3674,1075.052352,13126.8458,14201.89815,-0.027154961,Scotland
10007783,The University of Aberdeen,Scotland,Scotland,2024/25,2,13,75,90,47,120,4140,4307,22,33,62,117,199,765,685,1649,117,291,1638,3153,5199,114009,50,220,18,288,695,10013,2660,13368,144,64,36,20,84,2,0,0,0,5,32,2,0,0,0,0,0,0,40824,64,477,2049,14888,54243,8261,12870,100,943,10930,11873,-0.027154961,Scotland
10007849,Abertay University,Scotland,Scotland,2014/15,6,0,3,9,42.20862772,0,78.97098089,121.1796086,0,0,0,0,0,0,0,0,93.94823588,1.361568636,186.5349031,276.3984331,558.2431408,683,0,6,26,32,0,73.52470634,541.9043171,615.4290235,0,0,0,0,0,0,0,0,0,0,0,0,2.723137272,0,0,0,1.361568636,0,0,52,,,,,,,73.4447,42.20862772,74.88627498,117.0949027,0.136365869,Scotland
10007849,Abertay University,Scotland,Scotland,2015/16,0,1,3,4,0,25.57999268,200.6009952,226.1809879,0,0,0,0,0,0,0,0,0,0,146.748379,332.5399048,479.2882838,757,1,1,19,21,25.57999268,21.54104646,210.025203,257.1462422,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,387.7388364,1223.800702,5.385261616,963.9618293,74.2768,25.57999268,47.12103914,72.70103182,0.136365869,Scotland
10007849,Abertay University,Scotland,Scotland,2016/17,9,4,10,23,0,54.24672469,71.44690569,125.6936304,0,0,0,0,0,0,0,0,0,0,0,624.4988793,624.4988793,986,4,1,11,16,48.9543613,1.323090846,166.7094466,216.9868988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276.5259868,1532.1392,44.98508877,1054.503404,75.5806,48.9543613,55.56981553,104.5241768,0.136365869,Scotland
10007849,Abertay University,Scotland,Scotland,2017/18,1,5,6,12,5.20867244,27.34553031,32.55420275,65.1084055,0,0,0,0,0,0,0,0,0,0,0,643.2710463,643.2710463,364,0,4,12,16,0,44.27371574,236.994596,281.2683117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354.1897259,1713.653233,144.5406602,984.4390911,76.795,5.20867244,71.61924604,76.82791848,0.136365869,Scotland
10007849,Abertay University,Scotland,Scotland,2018/19,0,10,7,17,0,62.31020819,44.50729157,106.8174998,0,0,0,0,0,0,0,0,0,0,0,110.6324105,110.6324105,0,0,10,9,19,0,44.50729157,204.7335412,249.2408328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,954.9993133,2620.843655,148.7815175,1812.082585,78.6388,0,106.8174998,106.8174998,0.136365869,Scotland
10007849,Abertay University,Scotland,Scotland,2019/20,1,4,3,8,3.685331643,60.19375017,30.71109702,94.59017884,0,0,0,0,0,0,0,0,0,4.913775524,6.142219405,0,11.05599493,0,0,2,20,22,0,27.02576538,439.7829094,466.8086748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1808.269393,2940.894651,257.973215,3583.370801,81.4038,3.685331643,87.21951555,90.90484719,0.136365869,Scotland
10007849,Abertay University,Scotland,Scotland,2020/21,2,2,6,10,8.307786889,13.05509368,53.40720143,74.770082,0,0,0,0,0,0,0,0,0,0,14.24192038,117.4958431,131.7377635,155,1,0,22,23,18.98922717,0,414.2025177,433.1917449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2165.958725,3396.698011,168.5293912,8299.479102,84.2583,27.29701406,13.05509368,40.35210774,0.136365869,Scotland
10007849,Abertay University,Scotland,Scotland,2021/22,2,4,0,6,3.473436317,69.46872634,0,72.94216265,0,0,0,0,0,0,0,0,0,0,0,104.2030895,104.2030895,132,4,4,32,40,97.25621687,39.36561159,591.641986,728.2638144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1502.840113,3251.136393,136.6218285,7280.32252,86.3698,100.7296532,108.8343379,209.5639911,0.136365869,Scotland
10007849,Abertay University,Scotland,Scotland,2022/23,1,4,0,5,2.176011002,87.04044008,0,89.21645108,0,0,0,0,0,0,0,0,0,0,0,71.80836306,71.80836306,94,0,2,42,44,0,20.67210452,712.6436031,733.3157076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1327.366711,2984.399089,100.0965061,2865.80649,91.9113,2.176011002,107.7125446,109.8885556,0.136365869,Scotland
10007849,Abertay University,Scotland,Scotland,2023/24,1,11,2,14,2.07539064,113.1087899,1.03769532,116.2218759,0,0,0,0,0,0,0,0,0,0,0,48.77168005,48.77168005,68,0,3,7,10,0,57.07324261,239.707619,296.7808616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1516.072863,2895.169943,116.2218759,2350.3799,96.3674,2.07539064,170.1820325,172.2574232,0.136365869,Scotland
10007849,Abertay University,Scotland,Scotland,2024/25,0,0,1,1,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,27,27,0,0,1,2,3,0,51,6,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1768,3676,147,2589,100,0,51,51,0.136365869,Scotland
10007856,Aberystwyth University,Wales,Wales,2014/15,3,3,5,11,14.977255,25.86980408,29.95450999,70.80156907,0,0,0,0,0,0,0,0,853.7035348,0,0,42.20862772,895.9121625,10440,21,13,37,71,578.6666703,431.6172576,1335.698832,2345.98276,132,72,28,0,8,5,1,1,8,9.530980452,40.84705908,84.41725543,0,0,0,0,6.80784318,0,1633.882363,32,,,,,,,73.4447,678.0611807,505.141964,1183.203145,0.098067397,Wales
10007856,Aberystwyth University,Wales,Wales,2015/16,3,4,5,12,25.57999268,4.038946212,61.93050858,91.54944747,3,0,10,13,5.385261616,0,26.92630808,32.3115697,724.3176874,0,0,0,724.3176874,14762,25,13,49,87,864.3344894,329.847274,1809.447903,3003.629666,140,88,20,0,0,5,1,2,8,24.23367727,32.3115697,148.0946944,0,0,0,0,5.385261616,0,1615.578485,32,434.8598755,103.6662861,14654.64317,29231.20005,2303.545656,4930.207009,74.2768,1043.394438,371.5830515,1414.97749,0.098067397,Wales
10007856,Aberystwyth University,Wales,Wales,2016/17,4,4,2,10,10.58472677,9.261635922,6.61545423,26.46181692,2,0,8,10,1.323090846,0,37.04654369,38.36963454,897.0555936,0,13.23090846,10.58472677,920.8712289,8173,24,16,40,80,1784.849551,452.4970694,2580.02715,4817.373771,152,84,12,8,12,6,1,2,6,27.78490777,31.75418031,203.7559903,0,0,0,0,5.292363384,0,1587.709015,32,292.403077,37.04654369,15162.6211,28891.01171,3282.588389,2779.813868,75.5806,2000.513359,498.805249,2499.318608,0.098067397,Wales
10007856,Aberystwyth University,Wales,Wales,2017/18,2,2,6,10,0,0,39.0650433,39.0650433,3,3,18,24,13.0216811,2.60433622,37.76287519,53.38889251,640.6667101,0,29.94986653,11.71951299,682.3360896,7011,20,14,21,55,1287.844261,203.1382251,1261.800898,2752.783384,160,52,12,4,4,3,1,2,4,10.41734488,22.13685787,186.2100397,0,0,0,0,5.20867244,0,1562.601732,32,282.5704798,3.90650433,11265.05632,26048.57087,2888.208868,3832.280747,76.795,1487.075982,233.0880917,1720.164073,0.098067397,Wales
10007856,Aberystwyth University,Wales,Wales,2018/19,8,3,13,24,20.34619043,8.901458313,139.8800592,169.127708,2,0,7,9,1453.480979,0,237.7961007,1691.27708,119.5338688,27.97601184,150.0531544,1728.15455,2025.717585,31825,19,5,14,38,771.8835994,130.9786009,1112.682289,2015.544489,264,76,24,4,12,5,1,2,4,6.358184509,25.43273804,212.3633626,0,0,0,0,2.543273804,0,1525.964282,32,118.2622319,161.4978865,9516.930574,23546.90051,1885.837525,6332.751771,78.6388,2458.074131,167.856071,2625.930202,0.098067397,Wales
10007856,Aberystwyth University,Wales,Wales,2019/20,12,2,12,26,38.08176031,63.87908181,67.56441345,169.5252556,2,0,7,9,1090.858166,0,208.8354598,1299.693626,36.85331643,22.11198986,79.84885226,1722.278321,1861.09248,32086,18,8,11,37,961.8715588,99.50395436,842.7125024,1904.088016,336,52,48,4,0,5,1,0,6,6.142219405,24.56887762,240.7750007,0,0,0,0,1.228443881,0,1474.132657,32,61.42219405,243.2318884,7056.181652,19121.95745,1507.300642,4940.801289,81.4038,2331.586486,189.1803577,2520.766844,0.098067397,Wales
10007856,Aberystwyth University,Wales,Wales,2020/21,7,2,21,30,37.97845435,36.79162765,153.1006441,227.8707261,13,0,3,16,178.0240048,0,27.29701406,205.3210188,27.29701406,27.29701406,83.07786889,1635.44719,1773.119087,32488,17,2,24,43,1089.506909,10.68144029,617.1498832,1717.338233,364,72,72,0,12,4,1,0,8,0,17.80240048,248.04678,0,0,0,0,1.186826698,0,1851.449649,32,42.72576114,231.4312062,7291.863235,23994.07536,1262.783607,5633.866337,84.2583,1553.556148,66.46229511,1620.018443,0.098067397,Wales
10007856,Aberystwyth University,Wales,Wales,2021/22,25,0,15,40,104.2030895,0,185.2499369,289.4530264,18,0,3,21,987.6137261,0,128.5171437,1116.13087,25.47186632,25.47186632,76.41559897,1241.174577,1368.533909,27650,9,4,13,26,1414.846393,55.57498107,1047.819956,2518.24133,412,52,24,0,16,4,0,0,8,0,0,231.5624211,0,0,0,0,1.157812106,0,1806.186885,40,15.05155737,2.315624211,6385.333762,20202.66343,1465.790126,4479.575037,86.3698,2738.22563,56.73279318,2794.958423,0.098067397,Wales
10007856,Aberystwyth University,Wales,Wales,2022/23,26,2,12,40,138.1766986,23.93612102,78.33639607,240.4492157,37,0,15,52,1648.328334,0,184.9609352,1833.289269,43.52022004,26.11213202,77.24839057,1106.501594,1253.382337,34169,12,6,20,38,1061.893369,267.6493532,2281.547536,3611.090258,488,44,20,4,44,5,0,0,10,0,0,217.6011002,0,0,0,0,1.088005501,0,1027.077193,40,6.528033006,100.0965061,8782.380404,24186.36229,1501.447591,3907.027754,91.9113,3065.999502,292.6734798,3358.672981,0.098067397,Wales
10007856,Aberystwyth University,Wales,Wales,2023/24,52,2,22,76,148.3904308,120.3726571,138.0134776,406.7765655,35,0,28,63,1828.419154,0,493.9429724,2322.362127,20.7539064,63.29941453,20.7539064,869.5886783,974.3959057,44189,20,4,30,54,1363.531651,387.0603544,2751.967989,4502.559994,528,32,32,20,32,6,1,0,10,0,0,176.4082044,0,0,0,0,0,0,448.2843783,20,23.86699236,87.1664069,9655.754954,19735.92729,1977.84728,4369.734993,96.3674,3516.74944,507.4330116,4024.182452,0.098067397,Wales
10007856,Aberystwyth University,Wales,Wales,2024/25,41,6,18,65,200,100,89,389,36,3,10,49,1593,32,415,2040,38,46,104,1150,1338,57686,20,4,29,53,1259,47,2115,3421,668,48,0,24,12,11,1,0,0,0,0,226,0,1,0,0,0,0,4200,16,0,143,10747,19162,1290,6764,100,3278,180,3458,0.098067397,Wales
10067853,ACM Guildford Limited,England,South East,2019/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.4038,0,0,0,,
10067853,ACM Guildford Limited,England,South East,2020/21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.2583,0,0,0,,
10067853,ACM Guildford Limited,England,South East,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.3698,0,0,0,,
10067853,ACM Guildford Limited,England,South East,2022/23,0,0,0,0,0,0,0,0,2238,58,0,2296,2915.854743,1044.485281,0,3960.340023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.66429155,0,0,0,0,0,0,0,0,0,0,0,91.9113,2973.519034,1044.485281,4018.004315,,
10067853,ACM Guildford Limited,England,South East,2023/24,1,0,0,1,291.592385,0,0,291.592385,1980,45,0,2025,2885.830685,1042.883797,0,3928.714482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5654298,0,0,0,0,0,0,0,0,0,0,0,96.3674,3192.9885,1042.883797,4235.872297,,
10067853,ACM Guildford Limited,England,South East,2024/25,0,1,3,4,0,153,16,169,1885,87,0,1972,2519,1302,0,3821,0,0,0,2,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,100,2552,1455,4007,,
10032036,Amity University [IN] London,England,London,2019/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.4038,0,0,0,,
10032036,Amity University [IN] London,England,London,2020/21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.2583,0,0,0,,
10032036,Amity University [IN] London,England,London,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.3698,0,0,0,,
10032036,Amity University [IN] London,England,London,2022/23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.9113,0,0,0,,
10032036,Amity University [IN] London,England,London,2023/24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.3674,0,0,0,,
10032036,Amity University [IN] London,England,London,2024/25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,
10000291,Anglia Ruskin University,England,East of England,2014/15,62,67,103,232,11961.38047,11977.71929,1917.088639,25856.1884,39,4,56,99,137.5184322,96.67137316,155.2188245,389.4086299,1143.717654,6406.180432,15328.5397,0,22878.43779,364563,36,10,9,55,481.9952971,122.5411772,153.8572559,758.3937302,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,73.4447,12580.8942,12196.93184,24777.82604,0.095102403,Large with teaching and research focus
10000291,Anglia Ruskin University,England,East of England,2015/16,62,63,105,230,11384.44306,11466.5683,1911.767874,24762.77923,28,2,30,60,232.9125649,30.96525429,134.6315404,398.5093596,1017.814445,5698.953105,13635.48241,0,20352.24996,364354,5,38,9,52,63.27682399,459.0935528,814.5208194,1336.891196,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.35051591,301.5746505,374.2756823,5540.087887,553.335631,1743.478448,74.2768,11680.63245,11956.6271,23637.25955,0.095102403,Large with teaching and research focus
10000291,Anglia Ruskin University,England,East of England,2016/17,31,42,110,183,9446.868641,9531.546455,1841.742458,20820.15755,25,2,14,41,271.2336234,31.75418031,130.9859938,433.9737975,854.7166866,4785.61959,11450.02818,0,17090.36446,258337,3,39,15,57,72.76999653,447.204706,545.1134286,1065.088131,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.72345284,461.7587053,358.5576193,8655.660315,404.8657989,1704.14101,75.5806,9790.872261,10010.50534,19801.3776,0.095102403,Large with teaching and research focus
10000291,Anglia Ruskin University,England,East of England,2017/18,12,16,124,152,95.05827202,26.0433622,1778.761638,1899.863272,31,2,43,76,345.0745491,29.94986653,139.3319878,514.3564034,744.8401589,4173.448792,9987.629403,0,14905.91835,183150,5,30,27,62,123.7059704,309.9160102,1091.216876,1524.838857,4,100,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.60433622,352.8875578,230.4837555,6777.785012,503.9390585,653.6883912,76.795,563.8387916,365.9092389,929.7480305,0.095102403,Large with teaching and research focus
10000291,Anglia Ruskin University,England,East of England,2018/19,15,6,134,155,83.92803552,25.43273804,1406.430413,1515.791187,40,0,13,53,348.4285111,0,25.43273804,373.8612492,586.2246118,3279.55157,7848.542958,0,11714.31914,124332,6,24,34,64,410.7387193,179.3008032,1195.338688,1785.37821,12,80,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,90.28622003,62.31020819,259.413928,8071.079416,240.3393745,1781.5633,78.6388,843.095266,204.7335412,1047.828807,0.095102403,Large with teaching and research focus
10000291,Anglia Ruskin University,England,East of England,2019/20,6,6,101,113,14.74132657,17.19821433,1135.082146,1167.021687,33,0,4,37,276.3998732,0,7.370663286,283.7705365,506.118879,2831.563146,6774.868004,0,10112.55003,80867,2,19,35,56,3.685331643,213.7492353,1223.530105,1440.964672,12,48,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30.71109702,79.84885226,461.8948993,5483.773485,259.2016589,1255.469646,81.4038,294.8265314,230.9474496,525.7739811,0.095102403,Large with teaching and research focus
10000291,Anglia Ruskin University,England,East of England,2020/21,9,5,82,96,26.11018736,13.05509368,892.4936772,931.6589582,33,0,3,36,322.816862,0,20.17605387,342.9929158,471.1701993,2639.502577,6316.291689,0,9426.964465,79229,5,14,54,73,56.96768152,112.7485363,1916.725118,2086.441336,16,44,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.12096019,62.90181501,534.0720143,4380.577344,234.9916863,856.8888762,84.2583,405.8947308,125.80363,531.6983609,0.095102403,Large with teaching and research focus
10000291,Anglia Ruskin University,England,East of England,2021/22,8,3,37,48,12.73593316,3.473436317,625.218537,641.4279065,39,1,7,47,306.820208,28.94530264,41.6812358,377.4467464,585.8529254,3281.239507,7852.2817,0,11719.37413,89443,4,14,68,86,61.3640416,309.1358322,1839.763436,2210.26331,20,36,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,18.52499369,0,0,32.41873896,141.2530769,927.4074966,6807.935181,216.5108638,942.459054,86.3698,399.4451764,341.5545712,740.9997476,0.095102403,Large with teaching and research focus
10000291,Anglia Ruskin University,England,East of England,2022/23,8,4,33,45,10.88005501,22.84811552,509.1865744,542.914745,31,0,15,46,305.7295458,0,71.80836306,377.5379088,526.5946625,2104.202639,7891.303898,0,10522.1012,84882,6,11,70,87,194.7529847,246.9772487,2008.458155,2450.188388,20,40,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17.40808802,0,0,105.5365336,18.49609352,2041.09832,7946.792179,248.0652542,687.6194766,91.9113,528.7706735,269.8253642,798.5960377,0.095102403,Large with teaching and research focus
10000291,Anglia Ruskin University,England,East of England,2023/24,6,2,36,44,88.20410222,13.49003916,591.4863325,693.1804739,67,0,75,142,346.5902369,0,104.8072273,451.3974643,938.0765695,2917.99924,7919.690684,217.9160172,11993.68251,92833,7,7,65,79,241.7830096,128.6742197,2662.726192,3033.183421,20,28,12,4,0,0,0,2,1,0,0,0,0,0,0,0,0,9.339257882,0,0,170.1820325,12.45234384,1090.617782,8059.779552,281.2154318,714.9720756,96.3674,685.9166067,142.1642589,828.0808655,0.095102403,Large with teaching and research focus
10000291,Anglia Ruskin University,England,East of England,2024/25,14,7,37,58,48,14,503,565,87,10,101,198,480,3,154,637,942,2825,7768,235,11770,93717,10,8,88,106,228,154,2613,2995,20,36,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,8,0,0,223,87,2288,8895,269,823,100,764,171,935,0.095102403,Large with teaching and research focus
10005451,Arden University,England,West Midlands,2019/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.4038,0,0,0,,
10005451,Arden University,England,West Midlands,2020/21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.2583,0,0,0,,
